alpha_deg\mach,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6
-20,0.54586,0.523116,0.489,0.454884,0.489,0.773302,1.10309,1.09172,0.978
-10,0.54586,0.523116,0.489,0.454884,0.489,0.773302,1.10309,1.09172,0.978
0,0.54586,0.523116,0.489,0.454884,0.489,0.773302,1.10309,1.09172,0.978
10,0.54586,0.523116,0.489,0.454884,0.489,0.773302,1.10309,1.09172,0.978
20,0.54586,0.523116,0.489,0.454884,0.489,0.773302,1.10309,1.09172,0.978

