time,thrust
8.3,190.987564
8.31,185.38858
8.32,177.923279
8.33,172.946396
8.34,169.835846
8.35,168.591629
8.36,183.522263
8.37,174.190613
8.38,166.725311
8.39,176.679062
8.4,177.923279
8.41,171.080078
8.42,172.946396
8.43,184.144363
8.44,176.056946
8.45,169.213745
8.46,179.167496
8.47,158.015778
8.48,148.684143
8.49,164.236862
8.5,155.527344
8.51,160.504211
8.52,162.992645
8.53,160.504211
8.54,167.969528
8.55,161.126328
8.56,153.038895
8.57,154.283127
8.58,153.038895
8.59,146.81781
8.6,156.149445
8.61,149.92836
8.62,148.062027
8.63,151.172577
8.64,139.352493
8.65,145.573593
8.66,139.974609
8.67,136.241943
8.68,148.062027
8.69,141.840927
8.7,135.619843
8.71,145.573593
8.72,143.70726
8.73,138.730392
8.74,134.997726
8.75,144.329376
8.76,131.887177
8.77,134.997726
8.78,126.2882
8.79,134.997726
8.8,131.265076
8.81,147.439911
8.82,121.311325
8.83,120.067108
8.84,137.48616
8.85,134.997726
8.86,137.48616
8.87,128.154526
8.88,132.509293
8.89,128.154526
8.9,124.421867
8.91,128.776642
8.92,110.113358
8.93,128.154526
8.94,110.113358
8.95,117.578667
8.96,107.002808
8.97,106.380699
8.98,119.444992
8.99,118.822884
9,116.33445
9.01,107.002808
9.02,118.822884
9.03,112.601791
9.04,98.91539
9.05,108.247025
9.06,104.514374
9.07,111.357574
9.08,99.537498
9.09,116.33445
9.1,115.090233
9.11,93.316406
9.12,95.80484
9.13,86.473198
9.14,121.933434
9.15,103.892265
9.16,105.136482
9.17,98.293282
9.18,102.648041
9.19,87.717422
9.2,85.228981
9.21,105.136482
9.22,98.91539
9.23,82.118431
9.24,86.473198
9.25,101.403824
9.26,90.205856
9.27,88.961639
9.28,99.537498
9.29,95.80484
9.3,95.182732
9.31,82.118431
9.32,88.961639
9.33,98.91539
9.34,95.182732
9.35,75.897339
9.36,60.344608
9.37,77.763672
9.38,72.164688
9.39,70.920464
9.4,79.629997
9.41,77.763672
9.42,88.339531
9.43,75.897339
9.44,87.717422
9.45,74.031013
9.46,73.408905
9.47,75.897339
9.48,69.054138
9.49,73.408905
9.5,79.007889
9.51,73.408905
9.52,54.123512
9.53,56.61195
9.54,67.187813
9.55,77.141563
9.56,72.786797
9.57,79.007889
9.58,78.38578
9.59,77.763672
9.6,74.031013
9.61,83.984764
9.62,71.542572
9.63,73.408905
9.64,74.031013
9.65,72.786797
9.66,61.588825
9.67,58.478279
9.68,60.966717
9.69,61.588825
9.7,56.61195
9.71,62.833046
9.72,52.879295
9.73,56.61195
9.74,55.367733
9.75,67.809921
9.76,69.676247
9.77,67.809921
9.78,60.344608
9.79,65.32148
9.8,68.43203
9.81,65.943588
9.82,65.32148
9.83,63.455154
9.84,52.879295
9.85,63.455154
9.86,55.367733
9.87,53.501404
9.88,55.989841
9.89,52.879295
9.9,60.966717
9.91,59.722496
9.92,65.32148
9.93,66.565704
9.94,67.187813
9.95,67.187813
9.96,57.856171
9.97,68.43203
9.98,57.234062
9.99,51.635075
10,59.722496
10.01,50.390858
10.02,51.635075
10.03,51.635075
10.04,46.036091
10.05,55.367733
10.06,57.856171
10.07,59.722496
10.08,64.077263
10.09,55.367733
10.1,58.478279
10.11,61.588825
10.12,61.588825
10.13,59.100388
10.14,64.699371
10.15,44.169765
10.16,51.635075
10.17,51.635075
10.18,53.501404
10.19,42.303436
10.2,47.90242
10.21,51.635075
10.22,53.501404
10.23,45.413982
10.24,45.413982
10.25,48.524529
10.26,64.077263
10.27,55.367733
10.28,47.90242
10.29,52.257187
10.3,44.791874
10.31,51.635075
10.32,58.478279
10.33,50.390858
10.34,49.768749
10.35,46.036091
10.36,29.861248
10.37,38.570782
10.38,35.460232
10.39,43.547653
10.4,50.390858
10.41,42.303436
10.42,47.280312
10.43,40.437107
10.44,42.303436
10.45,45.413982
10.46,29.23914
10.47,40.437107
10.48,42.303436
10.49,32.349686
10.5,42.303436
10.51,34.216015
10.52,41.059216
10.53,22.395937
10.54,0.0
10.55,0.0
