time_sec,lat_deg,lon_deg,alt_agl_m,u_mps,v_mps,w_mps,true_airspeed_mps,ground_speed_mps,pitch_deg,roll_deg,yaw_deg,p_rad_sec,q_rad_sec,r_rad_sec,ax_mps2,ay_mps2,az_mps2,alpha_deg,beta_deg,qbar_pa,thrust_n,mach
27.143000000,40.248529354,139.985042918,3463.739570,49.980025,0.000000,2.549674,64.201710,49.980025,-2.920347,0.000000,-73.783555,0.000000,0.000000,0.000000,-101.291890,0.000000,5.796265,0.000000,0.000000,0.000000,0.000000,0.000000
27.153000000,40.248530594,139.985037332,3463.713755,48.984379,0.000000,2.607483,63.209219,48.984379,-3.047031,0.000000,-73.788694,0.000000,0.000000,0.000000,-98.173367,0.000000,5.768591,0.000000,0.000000,0.000000,0.000000,0.000000
27.163000000,40.248531809,139.985031856,3463.687364,48.019128,0.000000,2.665023,62.247239,48.019128,-3.176611,0.000000,-73.793880,0.000000,0.000000,0.000000,-95.197063,0.000000,5.742157,0.000000,0.000000,0.000000,0.000000,0.000000
27.173000000,40.248533000,139.985026487,3463.660398,47.082899,0.000000,2.722305,61.314397,47.082899,-3.309123,0.000000,-73.799113,0.000000,0.000000,0.000000,-92.354466,0.000000,5.716887,0.000000,0.000000,0.000000,0.000000,0.000000
27.183000000,40.248534167,139.985021223,3463.632861,46.174397,0.000000,2.779340,60.409400,46.174397,-3.444604,0.000000,-73.804395,0.000000,0.000000,0.000000,-89.637693,0.000000,5.692712,0.000000,0.000000,0.000000,0.000000,0.000000
27.193000000,40.248535311,139.985016059,3463.604755,45.292406,0.000000,2.836139,59.531035,45.292406,-3.583093,0.000000,-73.809726,0.000000,0.000000,0.000000,-87.039433,0.000000,5.669566,0.000000,0.000000,0.000000,0.000000,0.000000
27.203000000,40.248536434,139.985010993,3463.576083,44.435777,0.000000,2.892712,58.678154,44.435777,-3.724626,0.000000,-73.815106,0.000000,0.000000,0.000000,-84.552899,0.000000,5.647390,0.000000,0.000000,0.000000,0.000000,0.000000
27.213000000,40.248537535,139.985006022,3463.546845,43.603428,0.000000,2.949068,57.849677,43.603428,-3.869242,0.000000,-73.820537,0.000000,0.000000,0.000000,-82.171784,0.000000,5.626128,0.000000,0.000000,0.000000,0.000000,0.000000
27.223000000,40.248538615,139.985001144,3463.517046,42.794339,0.000000,3.005216,57.044584,42.794339,-4.016980,0.000000,-73.826019,0.000000,0.000000,0.000000,-79.890220,0.000000,5.605727,0.000000,0.000000,0.000000,0.000000,0.000000
27.233000000,40.248539675,139.984996356,3463.486686,42.007543,0.000000,3.061165,56.261912,42.007543,-4.167879,0.000000,-73.831553,0.000000,0.000000,0.000000,-77.702740,0.000000,5.586141,0.000000,0.000000,0.000000,0.000000,0.000000
27.243000000,40.248540715,139.984991655,3463.455767,41.242129,0.000000,3.116922,55.500750,41.242129,-4.321980,0.000000,-73.837140,0.000000,0.000000,0.000000,-75.604249,0.000000,5.567323,0.000000,0.000000,0.000000,0.000000,0.000000
27.253000000,40.248541735,139.984987039,3463.424292,40.497232,0.000000,3.172495,54.760236,40.497232,-4.479322,0.000000,-73.842780,0.000000,0.000000,0.000000,-73.589993,0.000000,5.549231,0.000000,0.000000,0.000000,0.000000,0.000000
27.263000000,40.248542738,139.984982506,3463.392262,39.772036,0.000000,3.227892,54.039555,39.772036,-4.639946,0.000000,-73.848474,0.000000,0.000000,0.000000,-71.655531,0.000000,5.531826,0.000000,0.000000,0.000000,0.000000,0.000000
27.273000000,40.248543722,139.984978054,3463.359680,39.065765,0.000000,3.283117,53.337932,39.065765,-4.803893,0.000000,-73.854223,0.000000,0.000000,0.000000,-69.796710,0.000000,5.515070,0.000000,0.000000,0.000000,0.000000,0.000000
27.283000000,40.248544688,139.984973680,3463.326545,38.377684,0.000000,3.338179,52.654635,38.377684,-4.971206,0.000000,-73.860029,0.000000,0.000000,0.000000,-68.009644,0.000000,5.498930,0.000000,0.000000,0.000000,0.000000,0.000000
27.293000000,40.248545637,139.984969383,3463.292862,37.707097,0.000000,3.393082,51.988969,37.707097,-5.141925,0.000000,-73.865891,0.000000,0.000000,0.000000,-66.290696,0.000000,5.483373,0.000000,0.000000,0.000000,0.000000,0.000000
27.303000000,40.248546569,139.984965161,3463.258630,37.053340,0.000000,3.447833,51.340271,37.053340,-5.316094,0.000000,-73.871811,0.000000,0.000000,0.000000,-64.636454,0.000000,5.468368,0.000000,0.000000,0.000000,0.000000,0.000000
27.313000000,40.248547484,139.984961011,3463.223851,36.415785,0.000000,3.502436,50.707916,36.415785,-5.493756,0.000000,-73.877789,0.000000,0.000000,0.000000,-63.043717,0.000000,5.453887,0.000000,0.000000,0.000000,0.000000,0.000000
27.323000000,40.248548384,139.984956932,3463.188527,35.793833,0.000000,3.556898,50.091306,35.793833,-5.674954,0.000000,-73.883827,0.000000,0.000000,0.000000,-61.509483,0.000000,5.439903,0.000000,0.000000,0.000000,0.000000,0.000000
27.333000000,40.248549268,139.984952923,3463.152659,35.186916,0.000000,3.611222,49.489873,35.186916,-5.859732,0.000000,-73.889925,0.000000,0.000000,0.000000,-60.030927,0.000000,5.426391,0.000000,0.000000,0.000000,0.000000,0.000000
27.343000000,40.248550137,139.984948981,3463.116248,34.594489,0.000000,3.665414,48.903078,34.594489,-6.048134,0.000000,-73.896084,0.000000,0.000000,0.000000,-58.605394,0.000000,5.413327,0.000000,0.000000,0.000000,0.000000,0.000000
27.353000000,40.248550991,139.984945105,3463.079297,34.016039,0.000000,3.719477,48.330405,34.016039,-6.240205,0.000000,-73.902306,0.000000,0.000000,0.000000,-57.230388,0.000000,5.400689,0.000000,0.000000,0.000000,0.000000,0.000000
27.363000000,40.248551830,139.984941294,3463.041805,33.451071,0.000000,3.773416,47.771363,33.451071,-6.435989,0.000000,-73.908591,0.000000,0.000000,0.000000,-55.903554,0.000000,5.388454,0.000000,0.000000,0.000000,0.000000,0.000000
27.373000000,40.248552655,139.984937545,3463.003775,32.899117,0.000000,3.827236,47.225486,32.899117,-6.635533,0.000000,-73.914940,0.000000,0.000000,0.000000,-54.622676,0.000000,5.376605,0.000000,0.000000,0.000000,0.000000,0.000000
